epoch	empirical_loss	empirical_acc	predictive_loss	predictive_acc
90	0.0177539624274	0.99813336134	0.0956618338823	0.981771409512
91	0.0164353828877	0.998285710812	0.0906390175223	0.982742846012
92	0.0161410737783	0.998057126999	0.0946067348123	0.981714308262
93	0.0167639721185	0.998190462589	0.0917061269283	0.982114315033
94	0.016284763813	0.998038113117	0.0908729881048	0.98194283247
95	0.0169935096055	0.998152375221	0.0907620862126	0.982057154179
96	0.0156487822533	0.99832379818	0.0871126055717	0.98342859745
97	0.0140556395054	0.998247623444	0.0906212702394	0.983257114887
98	0.0146147003397	0.998266637325	0.0902171656489	0.983314275742
99	0.0161843299866	0.998266637325	0.0911668092012	0.982800006866
100	0.0161984283477	0.99845713377	0.0910570695996	0.982171416283
